temperature,humidity,soil_moisture,rainfall,irrigation_required
22.61,74.59,40.87,170.69,0
25.11,81.47,48.77,178.24,0
32.82,56.77,81.87,177.81,0
29.96,76.87,24.71,161.97,0
28.58,57.43,49.54,23.51,0
27.36,35.37,83.79,57.35,0
27.72,31.97,25.63,4.89,1
32.37,67.45,83.48,130.23,0
25.08,47.89,69.81,183.24,0
19.74,49.61,23.37,134.13,0
19.3,73.45,30.92,52.26,0
38.46,80.99,11.73,164.54,0
20.37,71.15,12.83,84.52,0
33.15,67.32,54.08,56.27,0
23.39,92.09,45.96,182.77,0
34.34,60.54,52.85,160.5,0
15.89,58.64,74.36,46.97,0
36.03,30.04,28.59,145.23,0
34.06,36.78,44.41,29.77,0
24.28,85.06,14.7,2.27,1
23.74,78.95,60.57,203.43,0
35.53,67.54,41.77,226.27,0
18.21,31.14,74.4,230.51,0
37.76,80.68,41.2,129.7,0
34.21,69.34,61.35,127.35,0
19.99,80.1,58.74,188.77,0
18.32,31.17,70.74,138.31,0
22.62,33.14,81.49,14.07,0
19.86,91.78,52.53,30.02,0
37.36,84.48,23.1,214.31,0
23.32,90.59,17.85,199.81,0
22.98,54.65,15.46,144.62,0
27.72,60.84,37.38,119.62,0
35.01,67.24,37.06,200.71,0
32.75,54.8,29.46,163.25,0
15.35,56.37,41.63,137.41,0
15.42,38.7,76.76,16.31,0
21.34,81.9,85.45,184.86,0
26.54,33.73,60.55,120.46,0
36.87,82.11,57.31,81.96,0
19.97,79.25,46.72,15.36,0
29.99,66.7,80.66,219.13,0
37.88,47.83,37.09,220.56,0
16.47,47.45,66.99,75.29,0
31.66,59.41,80.1,0.75,0
24.24,94.89,42.84,93.78,0
37.87,43.16,41.43,116.48,0
24.86,35.29,20.27,193.48,0
19.49,90.0,25.5,207.82,0
29.58,80.05,67.09,163.02,0
21.87,93.02,29.67,111.85,0
18.4,66.12,75.32,31.5,0
30.91,84.79,55.0,179.48,0
25.29,32.0,65.14,59.62,0
17.71,30.25,69.97,133.9,0
23.13,41.98,13.94,233.3,0
35.61,73.97,68.59,102.46,0
29.78,37.94,70.71,51.29,0
21.96,60.11,41.15,97.21,0
24.66,60.68,82.57,189.5,0
30.35,88.31,11.95,76.79,0
32.92,52.15,37.76,77.76,0
18.31,40.95,23.04,94.29,0
23.64,84.09,21.32,112.14,0
18.07,74.55,52.19,159.98,0
23.1,30.39,84.34,178.5,0
17.7,55.59,58.96,229.85,0
28.37,56.15,78.9,124.89,0
23.53,76.06,27.42,182.68,0
30.71,93.21,38.42,70.68,0
38.94,62.61,57.15,72.83,0
35.24,67.41,62.64,113.89,0
37.18,32.85,54.04,96.76,0
22.6,49.63,57.52,131.37,0
37.68,64.43,77.19,37.68,0
18.06,41.25,37.29,214.97,0
38.11,68.13,61.06,19.63,0
15.26,73.38,50.21,56.57,0
24.98,68.55,79.02,171.65,0
22.34,65.18,56.57,214.35,0
19.16,63.85,39.33,30.49,0
35.47,70.21,80.3,171.73,0
20.21,61.6,33.35,208.18,0
19.87,50.61,14.27,96.04,0
22.85,80.0,59.74,244.84,0
17.51,38.96,83.9,63.7,0
39.55,74.27,12.02,196.26,0
37.81,56.11,26.26,65.79,0
15.2,46.99,30.09,219.48,0
24.54,36.18,15.42,47.54,1
38.37,49.4,80.84,97.73,0
20.72,81.21,82.31,6.76,0
17.04,41.41,85.87,2.1,0
39.21,64.94,33.64,46.57,1
36.47,34.01,57.54,199.4,0
16.54,91.58,32.26,2.5,1
15.53,43.66,10.17,206.27,0
21.02,74.19,11.13,124.62,0
35.4,81.89,87.72,154.01,0
18.23,42.63,47.09,86.79,0
34.39,70.11,85.91,202.06,0
27.05,62.82,30.96,217.0,0
36.86,46.07,79.45,53.26,0
30.7,76.36,16.82,55.84,0
32.39,53.26,43.14,159.93,0
22.8,35.57,74.4,1.77,0
29.24,63.77,61.21,106.49,0
39.43,56.5,70.25,66.16,0
31.54,44.5,27.23,53.47,0
34.0,76.6,71.27,118.63,0
18.14,94.01,67.95,32.19,0
37.03,81.75,74.36,24.25,0
21.27,45.15,14.58,212.68,0
26.92,73.92,47.41,132.14,0
30.59,37.43,78.84,239.08,0
16.12,89.4,88.79,34.26,0
32.75,73.3,59.4,29.75,0
23.49,89.14,26.5,231.98,0
15.9,51.81,77.35,67.37,0
18.07,52.68,47.1,106.12,0
20.87,88.31,74.84,121.09,0
25.66,40.46,59.54,88.07,0
21.05,76.03,62.35,91.08,0
32.12,54.45,52.49,69.9,0
38.23,41.05,53.4,79.46,0
26.73,59.56,46.86,122.78,0
25.46,77.07,14.14,167.96,0
38.5,87.45,25.29,15.81,1
38.96,71.51,36.19,153.68,0
18.39,87.11,75.25,55.21,0
37.79,51.33,59.22,38.29,0
32.66,33.29,70.58,56.44,0
24.14,34.88,78.35,152.49,0
31.54,47.03,18.26,111.43,0
30.02,76.61,13.74,231.62,0
21.93,30.43,11.89,169.41,0
35.32,86.59,28.56,214.64,0
31.39,84.25,19.23,220.9,0
16.55,53.72,84.67,94.89,0
23.82,66.75,65.4,216.08,0
23.72,88.36,60.24,75.47,0
33.77,81.87,53.69,96.36,0
33.3,32.39,79.67,176.64,0
27.4,79.02,68.28,68.95,0
31.32,51.03,71.71,17.51,0
37.66,70.54,27.78,170.32,0
27.81,85.81,37.33,69.99,0
22.5,54.18,13.46,85.46,0
20.36,72.86,80.46,186.82,0
32.6,65.07,78.44,240.99,0
22.55,40.21,14.62,98.82,0
20.69,74.82,74.66,243.83,0
38.44,46.95,25.52,13.53,1
24.23,64.14,84.15,128.88,0
39.34,37.0,67.93,95.78,0
31.9,65.42,62.12,130.17,0
35.49,39.35,88.76,225.53,0
24.35,38.72,48.4,57.91,0
30.96,79.71,19.85,53.53,0
33.88,44.02,29.46,211.73,0
21.76,80.22,27.67,246.4,0
26.17,90.58,76.98,158.57,0
26.06,85.77,69.68,69.89,0
29.25,48.91,10.93,243.13,0
22.01,54.18,17.92,240.99,0
22.18,93.26,80.86,209.63,0
26.82,89.76,72.06,57.76,0
35.33,59.9,17.0,56.25,0
29.67,42.32,44.02,108.71,0
19.84,43.93,64.71,52.38,0
38.61,65.5,58.64,178.51,0
21.4,44.61,16.69,100.09,0
32.76,36.09,29.18,92.48,0
25.41,93.13,57.05,19.58,0
23.7,77.46,18.17,194.76,0
32.91,67.08,28.18,161.38,0
18.93,30.08,62.41,222.45,0
23.42,64.02,44.61,181.39,0
25.92,82.32,87.23,175.96,0
18.55,94.09,42.66,86.7,0
25.64,65.89,87.33,207.98,0
15.97,42.05,64.77,53.51,0
34.56,69.46,48.86,182.27,0
15.55,48.1,65.09,233.24,0
21.71,50.11,67.84,4.56,0
17.73,74.47,88.86,143.19,0
21.13,54.04,79.2,171.64,0
24.99,74.86,86.0,242.89,0
27.78,66.81,59.87,184.25,0
22.85,39.63,30.29,16.05,1
28.88,73.37,20.36,111.76,0
24.49,94.6,59.15,4.45,0
28.22,66.95,40.52,36.48,0
26.8,90.74,69.88,12.05,0
22.65,45.11,68.34,186.23,0
30.36,94.5,74.17,20.98,0
26.62,46.71,27.9,239.0,0
30.85,92.55,41.1,217.63,0
27.55,86.0,10.26,39.14,1
24.55,32.49,85.17,180.32,0
38.61,80.7,65.77,37.2,0
35.36,61.19,35.14,199.08,0
25.33,44.97,57.85,240.57,0
23.4,86.27,89.29,58.66,0
26.53,92.74,60.2,132.08,0
22.83,38.22,65.16,95.92,0
19.57,70.76,61.94,41.45,0
35.34,64.56,84.63,58.11,0
30.49,65.59,64.1,179.4,0
15.91,50.13,41.39,105.12,0
34.67,59.69,54.5,54.13,0
23.4,70.66,12.81,173.12,0
33.28,86.69,43.02,244.63,0
25.13,39.13,54.87,238.29,0
30.39,74.28,41.52,98.65,0
25.56,33.58,73.64,100.61,0
18.81,63.25,86.33,48.09,0
26.24,36.24,76.38,198.41,0
27.35,75.56,66.95,15.81,0
32.45,63.25,11.92,175.78,0
26.79,90.92,69.59,1.24,0
38.18,54.59,25.65,42.1,1
19.39,52.43,18.18,32.05,1
38.9,38.4,75.06,153.15,0
20.55,84.65,41.82,232.74,0
19.47,53.92,29.53,197.36,0
